customer_id,customer_name,gender,age,city,country,customer_segment,order_id,order_date,shipping_date,delivery_date,order_status,product_id,product_name,product_category,sub_category,brand,supplier_name,quantity,unit_price,total_amount,discount_percentage,shipping_cost,profit,profit_margin,warehouse_location,shipping_provider,delivery_time_days,customer_rating,review_sentiment,return_flag,product_views,add_to_cart_count,conversion_rate,repeat_purchase_flag,payment_method,sales_channel
CUST1613,Amanda Rivera,M,53,Nairobi,Kenya,new,ORD007489,06/03/2023,2023-03-07,03-07-2023,Delivered,PROD965,NovaTech Cleaning,Home Appliances,Cleaning,NovaTech,SupplyHub Ltd,7,1391.25,9738.75,6.35,148.08,-301.74,-3.1,LAGOS,DHL,0,3.0,positive,Yes,2101,196,0.33,no,wallet,store
CUST1853,David Fisher,male,64,lagos,Ghana,returning,ORD007490,05-10-2024,2024-05-13,15/05/2024,cancelled,PROD970,NovaTech Men Wear,Fashion,Men Wear,NovaTech,NextWave,6,244.56,1467.36,40.7,42.77,419.04,28.56,Abuja,GIG,2,4.0,neutral,No,1483,270,0.4,No,transfer,mobile_app
CUST5620,Sean Cain,Male,47,Lagos,Ghana,returning,ORD007491,2023-02-17,02-19-2023,01/03/2023,pending,PROD591,Auralis Cleaning,Home Appliances,Cleaning,Auralis,GlobalTech,6,263.74,1582.44,41.16,57.38,299.19,18.91,Accra,,10,4.0,,N,726,60,0.83,Yes,card,mobile_app
CUST4350,John Smith,male,58,Lagos,Kenya,new,ORD007492,12-09-2023,2023-12-09,15/12/2023,Returned,PROD140,NovaTech Accessories,Electronics,Accessories,NovaTech,GlobalTech,6,1854.3,11125.8,21.8,8.92,2076.99,18.67,LAGOS,FedEx,6,5.0,positive,yes,3188,25,0.19,N,transfer,store
CUST2343,Shawn Edwards,male,35,Abuja,Ghana,new,ORD007493,03/07/2023,2023-07-06,2023-07-11,returned,PROD963,OmniCore Cooling,Home Appliances,Cooling,OmniCore,,5,1176.41,5882.05,23.5,94.17,1889.57,32.12,LAGOS,GIG,5,3.0,negative,Y,431,69,1.16,No,cash,marketplace
CUST6604,Robert Jenkins,Female,46,Accra,Ghana,returning,ORD007494,22/08/2023,08-22-2023,30/08/2023,pending,PROD933,Zentrix Cooling,Home Appliances,Cooling,Zentrix,NextWave,7,773.34,5413.38,38.51,128.29,2152.56,39.76,lagos,FedEx,8,5.0,,Y,4934,917,0.14,Yes,wallet,mobile_app
CUST5048,Scott Anderson,Male,54,LAGOS,Ghana,new,ORD007495,2024-01-02,01-05-2024,2024-01-14,returned,PROD282,OmniCore Shoes,Fashion,Shoes,OmniCore,NextWave,3,236.43,709.29,49.46,31.84,-91.5,-12.9,Abuja,UPS,9,2.0,negative,yes,3160,115,0.09,no,cash,marketplace
CUST6168,Pamela Andrews,Female,20,lagos,Kenya,returning,ORD007496,26/11/2024,29/11/2024,2024-11-29,Delivered,PROD317,OmniCore Kitchen,Home Appliances,Kitchen,OmniCore,GlobalTech,6,800.5,4803.0,20.12,72.39,491.44,10.23,lagos,,0,2.0,,No,3044,603,0.2,N,cash,mobile_app
CUST9864,Bryan Williams,Male,19,Abuja,Ghana,returning,ORD007497,20/07/2023,2023-07-23,07-28-2023,cancelled,PROD902,Zentrix Men Wear,Fashion,Men Wear,Zentrix,NextWave,7,266.1,1862.7,34.32,50.47,194.59,10.45,lagos,DHL,5,4.0,,Yes,4865,117,0.14,No,card,marketplace
CUST7592,Robert Barrett,M,54,Lagos,Kenya,VIP,ORD007498,25/05/2023,2023-05-29,2023-06-03,Returned,PROD917,Zentrix Consoles,Gaming,Consoles,Zentrix,GlobalTech,7,928.62,6500.34,5.05,31.12,959.29,14.76,lagos,GIG,5,1.0,positive,no,1377,127,0.51,yes,cash,store
CUST8875,Jeffrey Landry,M,37,lagos,Kenya,new,ORD007499,11-25-2024,11-27-2024,2024-11-26,pending,PROD728,Auralis Cooling,Home Appliances,Cooling,Auralis,SupplyHub Ltd,3,827.86,2483.58,13.39,139.47,-80.84,-3.25,Abuja,,-1,1.0,negative,N,2117,14,0.14,N,card,marketplace
CUST3726,Jeffrey Larson,M,18,Accra,South Africa,returning,ORD007500,2024-09-16,18/09/2024,09-26-2024,pending,PROD146,OmniCore Smartphones,Electronics,Smartphones,OmniCore,GlobalTech,4,1966.94,7867.76,13.81,57.16,-450.53,-5.73,LAGOS,DHL,8,3.0,neutral,no,3307,638,0.12,no,transfer,store
CUST8745,Brian Carr,female,55,Abuja,Kenya,new,ORD007501,08/09/2023,2023-09-07,09-06-2023,pending,PROD152,Zentrix Men Wear,Fashion,Men Wear,Zentrix,PrimeSource,7,144.63,1012.41,15.09,89.49,84.81,8.38,Accra,UPS,-1,3.0,,No,1519,267,0.46,no,card,mobile_app
CUST5053,Lisa Holmes,Female,60,Lagos,Kenya,returning,ORD007502,23/09/2023,2023-09-28,2023-09-30,delivered,PROD523,NovaTech Laptops,Electronics,Laptops,NovaTech,NextWave,7,1709.38,11965.66,3.76,99.34,353.89,2.96,lagos,,2,,positive,N,3219,85,0.22,N,transfer,marketplace
CUST3819,Jennifer Fields DVM,male,18,Nairobi,Nigeria,new,ORD007503,2023-12-25,12-27-2023,2024-01-05,delivered,PROD255,HyperGrid Consoles,Gaming,Consoles,HyperGrid,NextWave,4,335.77,1343.08,59.86,32.67,205.61,15.31,Lagos,GIG,9,3.0,negative,No,4282,632,0.09,no,transfer,store
CUST7189,Michelle Lam,Female,39,Nairobi,Nigeria,new,ORD007504,2022-02-05,02-05-2022,15/02/2022,Returned,PROD286,Auralis Kitchen,Home Appliances,Kitchen,Auralis,NextWave,8,172.33,1378.64,28.83,30.92,403.08,29.24,Accra,UPS,10,5.0,negative,Y,817,50,0.98,no,cash,marketplace
CUST8503,Sheryl Hart,Female,30,Abuja,Kenya,new,ORD007505,16/02/2022,16/02/2022,15/02/2022,returned,PROD598,NovaTech Men Wear,Fashion,Men Wear,NovaTech,,4,207.99,831.96,48.04,5.44,49.0,5.89,Accra,,-1,,negative,no,4993,541,0.08,No,card,mobile_app
CUST5965,Donald Bennett,male,29,LAGOS,Kenya,returning,ORD007506,04-05-2023,08/04/2023,04-07-2023,delivered,PROD713,Zentrix Kitchen,Home Appliances,Kitchen,Zentrix,NextWave,1,1139.34,1139.34,41.25,45.36,112.91,9.91,Lagos,GIG,-1,5.0,neutral,no,2734,291,0.04,no,wallet,marketplace
CUST9231,Kristen Sanchez,M,49,Abuja,Nigeria,returning,ORD007507,17/09/2024,2024-09-22,09-22-2024,Returned,PROD429,NovaTech Women Wear,Fashion,Women Wear,NovaTech,SupplyHub Ltd,6,89.2,535.2,18.77,103.56,13.67,2.55,Lagos,,0,3.0,,yes,2336,243,0.26,no,transfer,store
CUST6091,Matthew Ward,Female,22,Accra,Kenya,VIP,ORD007508,2023-10-25,2023-10-25,2023-10-26,Delivered,PROD612,Auralis Men Wear,Fashion,Men Wear,Auralis,GlobalTech,5,60.05,300.25,37.75,126.49,76.72,25.55,Accra,FedEx,1,,positive,No,2529,216,0.2,Yes,transfer,website
CUST4058,Alexander Ferguson,female,40,Abuja,Ghana,new,ORD007509,18/05/2024,2024-05-22,06-01-2024,Delivered,PROD205,OmniCore Shoes,Fashion,Shoes,OmniCore,NextWave,8,78.32,626.56,36.6,142.99,250.46,39.97,lagos,DHL,10,1.0,neutral,no,3640,680,0.22,N,wallet,store
CUST7321,Jeanette Arnold,M,58,Nairobi,South Africa,new,ORD007510,11-25-2022,11-29-2022,02/12/2022,returned,PROD768,HyperGrid Cleaning,Home Appliances,Cleaning,HyperGrid,NextWave,4,190.49,761.96,4.49,123.6,167.8,22.02,Abuja,GIG,3,5.0,neutral,yes,2141,294,0.19,no,cash,mobile_app
CUST2205,Heather Foster,Male,36,Abuja,Nigeria,new,ORD007511,10-10-2022,2022-10-15,2022-10-18,returned,PROD830,OmniCore Consoles,Gaming,Consoles,OmniCore,GlobalTech,8,1119.74,8957.92,21.18,98.14,1275.52,14.24,Lagos,GIG,3,1.0,neutral,N,301,15,2.66,N,card,marketplace
CUST2680,Victoria Scott,male,19,Nairobi,Nigeria,VIP,ORD007512,07/04/2022,2022-04-11,04-15-2022,Delivered,PROD892,Zentrix Accessories,Electronics,Accessories,Zentrix,NextWave,8,1666.67,13333.36,44.66,108.41,319.82,2.4,Accra,,4,2.0,,Yes,4295,829,0.19,Y,transfer,store
CUST2383,Eric Wyatt,male,55,Nairobi,Kenya,new,ORD007513,30/06/2023,2023-07-01,2023-07-08,Delivered,PROD616,NovaTech Smartphones,Electronics,Smartphones,NovaTech,PrimeSource,3,2316.19,6948.57,58.12,138.49,2291.75,32.98,LAGOS,,7,4.0,neutral,No,1932,162,0.16,No,wallet,store
CUST3756,,female,40,Lagos,Ghana,returning,ORD007514,28/12/2022,29/12/2022,12-30-2022,Returned,PROD694,NovaTech Accessories,Electronics,Accessories,NovaTech,,8,1384.67,11077.36,30.92,12.56,2819.08,25.45,Accra,UPS,1,3.0,,yes,417,76,1.92,N,wallet,marketplace
CUST9079,Kyle Rodriguez,female,36,lagos,Nigeria,new,ORD007515,2023-11-11,2023-11-10,11-19-2023,returned,PROD241,Auralis Cooling,Home Appliances,Cooling,Auralis,NextWave,2,1007.81,2015.62,6.6,55.87,-205.66,-10.2,LAGOS,DHL,9,5.0,positive,no,3424,137,0.06,No,wallet,marketplace
CUST7528,James Turner,male,58,lagos,Kenya,VIP,ORD007516,2024-10-24,2024-10-24,2024-11-01,pending,PROD945,Auralis Laptops,Electronics,Laptops,Auralis,NextWave,1,2245.69,2245.69,10.39,18.05,-31.86,-1.42,Accra,,8,5.0,negative,Y,4001,608,0.02,No,transfer,store
CUST2786,Carly Gonzalez,F,57,Accra,Kenya,returning,ORD007517,11-30-2022,01/12/2022,10/12/2022,cancelled,PROD624,NovaTech Smartphones,Electronics,Smartphones,NovaTech,SupplyHub Ltd,8,2004.71,16037.68,19.05,17.86,-580.09,-3.62,Abuja,,9,3.0,neutral,No,2116,19,0.38,No,card,store
CUST1401,Lisa Vaughn,Male,44,Cape Town,Nigeria,new,ORD007518,04-18-2022,20/04/2022,2022-04-29,Returned,PROD545,OmniCore Gaming Accessories,Gaming,Gaming Accessories,OmniCore,SupplyHub Ltd,2,221.26,442.52,32.06,10.69,-20.89,-4.72,LAGOS,DHL,9,5.0,positive,Yes,4799,275,0.04,no,wallet,store
CUST4572,Douglas Reynolds,F,33,lagos,Ghana,VIP,ORD007519,05/11/2023,2023-11-06,11-08-2023,cancelled,PROD931,NovaTech Women Wear,Fashion,Women Wear,NovaTech,PrimeSource,6,238.3,1429.8,46.66,79.1,128.01,8.95,LAGOS,FedEx,2,2.0,neutral,no,1954,185,0.31,Yes,card,website
CUST8941,Jonathan Green,female,60,Lagos,Nigeria,VIP,ORD007520,08-15-2023,2023-08-16,2023-08-16,delivered,PROD124,HyperGrid VR,Gaming,VR,HyperGrid,NextWave,2,530.51,1061.02,57.69,133.74,90.75,8.55,Abuja,,0,4.0,positive,N,3894,377,0.05,yes,transfer,marketplace
CUST6891,Connie Simmons,M,27,Nairobi,Kenya,returning,ORD007521,21/09/2022,22/09/2022,01/10/2022,pending,PROD172,OmniCore Gaming Accessories,Gaming,Gaming Accessories,OmniCore,PrimeSource,8,274.05,2192.4,17.52,122.81,0.54,0.02,LAGOS,FedEx,9,4.0,negative,Yes,2566,188,0.31,yes,cash,mobile_app
CUST2757,Logan Smith,F,43,Lagos,Ghana,new,ORD007522,2023-07-07,07/07/2023,15/07/2023,returned,PROD974,HyperGrid Women Wear,Fashion,Women Wear,HyperGrid,,2,76.17,152.34,34.02,16.47,54.53,35.79,Abuja,DHL,8,4.0,,Y,1829,128,0.11,no,card,mobile_app
CUST3515,Theresa Hughes,M,21,LAGOS,Nigeria,new,ORD007523,08-21-2024,08-20-2024,08-20-2024,pending,PROD329,NovaTech Laptops,Electronics,Laptops,NovaTech,SupplyHub Ltd,6,1213.74,7282.44,8.72,119.69,1024.74,14.07,lagos,DHL,0,3.0,,No,982,137,0.61,N,card,marketplace
CUST6230,John Martin,female,60,Abuja,South Africa,new,ORD007524,27/03/2022,29/03/2022,01/04/2022,Delivered,PROD406,OmniCore Women Wear,Fashion,Women Wear,OmniCore,PrimeSource,4,251.05,1004.2,10.56,118.1,-125.28,-12.48,lagos,GIG,3,3.0,positive,N,4941,485,0.08,N,wallet,website
CUST2012,Loretta Wagner,Male,60,Nairobi,Nigeria,returning,ORD007525,05-13-2022,2022-05-16,2022-05-18,cancelled,PROD725,NovaTech Women Wear,Fashion,Women Wear,NovaTech,SupplyHub Ltd,1,52.61,52.61,44.06,107.24,13.42,25.51,lagos,FedEx,2,,neutral,N,4529,297,0.02,Y,wallet,marketplace
CUST6405,Michael Jackson,female,22,Cape Town,Kenya,new,ORD007526,2024-02-23,02-24-2024,03-05-2024,pending,PROD555,Auralis Laptops,Electronics,Laptops,Auralis,PrimeSource,3,2298.49,6895.47,41.66,64.01,1694.35,24.57,lagos,DHL,10,2.0,negative,no,4579,124,0.07,no,transfer,website
CUST5810,Angela Hayden,female,38,Lagos,South Africa,VIP,ORD007527,01-20-2024,22/01/2024,29/01/2024,cancelled,PROD114,OmniCore Men Wear,Fashion,Men Wear,OmniCore,PrimeSource,6,36.95,221.7,16.41,56.34,33.32,15.03,Lagos,UPS,7,2.0,neutral,yes,3741,469,0.16,No,cash,store
CUST6112,Kimberly Marquez,male,46,Abuja,Ghana,VIP,ORD007528,2024-08-12,08-13-2024,19/08/2024,returned,PROD589,Zentrix Laptops,Electronics,Laptops,Zentrix,,4,411.09,1644.36,27.43,39.1,218.9,13.31,Abuja,,6,4.0,negative,N,725,23,0.55,Y,cash,marketplace
CUST3027,John Dickerson,male,28,LAGOS,Nigeria,returning,ORD007529,2024-11-24,2024-11-23,03/12/2024,returned,PROD881,Auralis Gaming Accessories,Gaming,Gaming Accessories,Auralis,PrimeSource,2,244.66,489.32,48.02,48.94,173.09,35.37,Abuja,,10,,,yes,363,72,0.55,no,cash,website
CUST6710,Jesse Schultz,Female,46,Lagos,Ghana,new,ORD007530,11-14-2024,2024-11-15,2024-11-15,returned,PROD600,HyperGrid Cooling,Home Appliances,Cooling,HyperGrid,,6,1248.87,7493.22,30.77,113.13,-886.28,-11.83,Accra,GIG,0,1.0,negative,yes,520,56,1.15,N,cash,mobile_app
CUST8823,Michelle Thomas,male,38,Cape Town,Ghana,new,ORD007531,10-24-2024,10-27-2024,2024-10-30,cancelled,PROD342,HyperGrid Shoes,Fashion,Shoes,HyperGrid,NextWave,2,80.87,161.74,12.97,66.7,19.95,12.33,Abuja,GIG,3,3.0,neutral,Y,1793,47,0.11,no,card,mobile_app
CUST1043,Jessica Lowe,Female,41,Nairobi,Ghana,returning,ORD007532,03-23-2023,27/03/2023,2023-04-03,Delivered,PROD407,Zentrix Men Wear,Fashion,Men Wear,Zentrix,,7,122.69,858.83,4.49,139.65,166.95,19.44,Lagos,DHL,7,2.0,,yes,4906,858,0.14,Yes,transfer,marketplace
CUST9596,Sheila Conner,female,18,Nairobi,Kenya,returning,ORD007533,2023-02-16,16/02/2023,02-23-2023,Returned,PROD210,OmniCore VR,Gaming,VR,OmniCore,NextWave,7,329.67,2307.69,58.86,121.77,797.96,34.58,Lagos,UPS,7,1.0,positive,N,1388,52,0.5,No,card,marketplace
CUST9511,Leah Nelson,male,36,LAGOS,South Africa,new,ORD007534,01-28-2023,01-31-2023,04/02/2023,cancelled,PROD182,NovaTech VR,Gaming,VR,NovaTech,GlobalTech,3,1004.21,3012.63,39.62,136.05,-388.07,-12.88,LAGOS,DHL,4,2.0,negative,no,4902,25,0.06,No,transfer,store
CUST2952,John Randall,M,34,Cape Town,Nigeria,VIP,ORD007535,06/07/2022,07-10-2022,20/07/2022,pending,PROD797,Auralis Cleaning,Home Appliances,Cleaning,Auralis,GlobalTech,2,1424.05,2848.1,54.51,16.96,528.03,18.54,lagos,GIG,10,4.0,,yes,2345,136,0.09,no,wallet,store
CUST9166,Dustin Ray,Female,61,Abuja,Ghana,new,ORD007536,2024-08-18,08-18-2024,2024-08-26,delivered,PROD935,Auralis Women Wear,Fashion,Women Wear,Auralis,GlobalTech,6,64.89,389.34,53.23,38.26,27.43,7.05,Abuja,DHL,8,4.0,,no,1416,98,0.42,N,card,store
CUST2686,Paula Henson,Male,46,Nairobi,Nigeria,returning,ORD007537,02-07-2024,2024-02-06,2024-02-06,cancelled,PROD368,Auralis VR,Gaming,VR,Auralis,GlobalTech,7,474.7,3322.9,18.99,43.49,-423.67,-12.75,LAGOS,,0,5.0,negative,Yes,2074,184,0.34,N,cash,website
CUST9535,John Tate,M,24,Cape Town,Ghana,new,ORD007538,04-24-2023,2023-04-25,2023-05-01,cancelled,PROD842,HyperGrid Men Wear,Fashion,Men Wear,HyperGrid,NextWave,6,278.7,1672.2,1.55,135.31,53.17,3.18,Abuja,DHL,6,,positive,yes,1987,27,0.3,N,transfer,store
CUST8825,Daniel Mcintyre,Male,63,Nairobi,Nigeria,returning,ORD007539,2023-06-27,2023-07-02,01/07/2023,delivered,PROD174,Auralis Women Wear,Fashion,Women Wear,Auralis,NextWave,7,152.7,1068.9,56.98,97.08,143.65,13.44,LAGOS,FedEx,-1,2.0,positive,no,1126,203,0.62,yes,card,marketplace
CUST6925,Courtney Lewis,Male,46,lagos,South Africa,VIP,ORD007540,06-21-2024,24/06/2024,26/06/2024,cancelled,PROD311,Zentrix Cooling,Home Appliances,Cooling,Zentrix,GlobalTech,4,197.17,788.68,58.47,41.45,106.31,13.48,LAGOS,FedEx,2,2.0,positive,yes,2090,22,0.19,Yes,transfer,store
CUST4254,John Caldwell,female,43,Lagos,Nigeria,returning,ORD007541,2022-03-22,2022-03-25,04-04-2022,Returned,PROD221,Auralis Accessories,Electronics,Accessories,Auralis,SupplyHub Ltd,8,2397.18,19177.44,34.64,25.16,5089.54,26.54,Abuja,,10,1.0,positive,yes,1877,232,0.43,Y,wallet,store
CUST7258,Cynthia Nicholson,female,18,Cape Town,South Africa,new,ORD007542,03-12-2023,16/03/2023,2023-03-20,cancelled,PROD532,NovaTech Men Wear,Fashion,Men Wear,NovaTech,SupplyHub Ltd,6,220.22,1321.32,13.76,130.32,418.73,31.69,Lagos,GIG,4,2.0,negative,N,3797,236,0.16,No,wallet,marketplace
CUST1546,Lisa Baker,M,50,Lagos,Ghana,VIP,ORD007543,02-01-2023,04/02/2023,2023-02-12,Delivered,PROD883,Auralis Kitchen,Home Appliances,Kitchen,Auralis,GlobalTech,5,546.99,2734.95,6.58,11.92,679.34,24.84,Abuja,,8,3.0,neutral,Yes,3989,660,0.13,N,cash,marketplace
CUST7083,Barbara Powers,M,56,Abuja,South Africa,returning,ORD007544,03/10/2022,2022-10-06,2022-10-07,pending,PROD630,OmniCore Consoles,Gaming,Consoles,OmniCore,,1,335.17,335.17,45.6,138.17,-39.53,-11.79,lagos,,1,1.0,negative,Yes,3374,367,0.03,Y,card,mobile_app
CUST6038,Tara Vega,Female,46,LAGOS,Nigeria,new,ORD007545,03-08-2024,03-08-2024,03-16-2024,Delivered,PROD717,OmniCore Men Wear,Fashion,Men Wear,OmniCore,,3,228.02,684.06,6.76,118.49,221.18,32.33,Lagos,UPS,8,5.0,neutral,Yes,1809,226,0.17,N,cash,marketplace
CUST1700,John Vargas,male,53,LAGOS,Kenya,returning,ORD007546,12-18-2023,22/12/2023,01/01/2024,cancelled,PROD498,NovaTech Shoes,Fashion,Shoes,NovaTech,GlobalTech,7,164.84,1153.88,15.13,122.51,195.78,16.97,Abuja,UPS,10,2.0,neutral,No,3129,575,0.22,No,card,marketplace
CUST3837,Michelle Gutierrez,M,36,Abuja,Nigeria,returning,ORD007547,2024-09-26,09-30-2024,2024-10-08,Delivered,PROD293,Zentrix Gaming Accessories,Gaming,Gaming Accessories,Zentrix,NextWave,6,1057.26,50748.48,51.11,28.7,2646.76,5.22,Lagos,FedEx,8,2.0,,N,3725,43,0.16,yes,transfer,marketplace
CUST7688,Madison Burns,Male,34,Lagos,Kenya,new,ORD007548,2023-03-23,23/03/2023,2023-03-23,cancelled,PROD761,OmniCore Kitchen,Home Appliances,Kitchen,OmniCore,NextWave,2,1317.28,21076.48,45.73,129.64,-2592.34,-12.3,Abuja,UPS,0,1.0,positive,Y,4043,513,0.05,no,cash,mobile_app
CUST5165,Vanessa Nguyen,F,34,LAGOS,Kenya,new,ORD007549,2024-04-08,04-10-2024,04-17-2024,pending,PROD875,Auralis Smartphones,Electronics,Smartphones,Auralis,NextWave,8,1000.54,8004.32,49.94,32.37,-1094.34,-13.67,Abuja,,7,5.0,neutral,N,4978,866,0.16,N,transfer,marketplace
CUST1316,Andrea Cooke,F,53,Accra,Kenya,new,ORD007550,09-26-2024,01/10/2024,10-01-2024,pending,PROD576,OmniCore Cleaning,Home Appliances,Cleaning,OmniCore,PrimeSource,1,490.62,490.62,23.93,6.78,26.75,5.45,Lagos,GIG,0,3.0,negative,No,3790,643,0.03,No,cash,store
CUST7754,David Maynard,F,65,Abuja,South Africa,new,ORD007551,2022-11-05,2022-11-09,13/11/2022,Returned,PROD992,NovaTech Accessories,Electronics,Accessories,NovaTech,,8,2462.0,19696.0,21.34,61.36,-951.58,-4.83,Lagos,DHL,4,2.0,,No,3794,242,0.21,N,wallet,store
CUST1178,Daniel Clark,Female,47,Cape Town,Kenya,returning,ORD007552,22/08/2023,2023-08-23,08-24-2023,Returned,PROD864,HyperGrid Women Wear,Fashion,Women Wear,HyperGrid,SupplyHub Ltd,1,152.09,152.09,51.96,147.51,-4.87,-3.2,Lagos,UPS,1,2.0,neutral,yes,996,177,0.1,Yes,transfer,marketplace
CUST4296,Jessica Blackwell,Male,42,Lagos,Ghana,returning,ORD007553,2022-04-15,15/04/2022,2022-04-22,cancelled,PROD896,Zentrix Cleaning,Home Appliances,Cleaning,Zentrix,PrimeSource,7,1054.05,7378.35,14.05,140.64,-358.66,-4.86,lagos,UPS,7,4.0,,N,511,62,1.37,No,cash,marketplace
CUST4224,Joseph Adams,Male,63,LAGOS,South Africa,new,ORD007554,2023-04-26,2023-04-25,04-25-2023,Delivered,PROD603,OmniCore Men Wear,Fashion,Men Wear,OmniCore,NextWave,3,296.8,890.4,22.92,83.04,9.71,1.09,LAGOS,FedEx,0,4.0,,Y,3860,310,0.08,no,card,marketplace
CUST6530,Heather Delgado,Male,50,LAGOS,Ghana,returning,ORD007555,09/09/2022,09-13-2022,09-12-2022,returned,PROD552,NovaTech Cooling,Home Appliances,Cooling,NovaTech,NextWave,8,1114.74,8917.92,59.03,71.3,251.14,2.82,lagos,GIG,-1,5.0,negative,no,4259,828,0.19,yes,transfer,store
CUST8044,Aaron Strong,female,18,LAGOS,Nigeria,new,ORD007556,16/09/2024,18/09/2024,09-27-2024,cancelled,PROD776,Auralis Accessories,Electronics,Accessories,Auralis,SupplyHub Ltd,3,2081.72,6245.16,7.02,129.89,180.36,2.89,LAGOS,FedEx,9,2.0,neutral,N,3123,329,0.1,No,cash,mobile_app
CUST6921,Amanda Gutierrez,F,22,LAGOS,South Africa,VIP,ORD007557,28/08/2023,31/08/2023,09/09/2023,Returned,PROD638,NovaTech Cooling,Home Appliances,Cooling,NovaTech,NextWave,1,1028.15,1028.15,38.41,126.23,165.96,16.14,lagos,,9,3.0,neutral,Yes,4171,699,0.02,yes,wallet,store
CUST3613,Cody Turner,female,25,Accra,South Africa,returning,ORD007558,2024-06-14,06-17-2024,25/06/2024,Returned,PROD494,Zentrix Gaming Accessories,Gaming,Gaming Accessories,Zentrix,GlobalTech,6,1181.61,7089.66,46.56,52.48,-711.05,-10.03,Lagos,FedEx,8,4.0,positive,Y,2444,167,0.25,no,wallet,mobile_app
CUST7354,Jeffrey Friedman,F,56,Accra,Ghana,returning,ORD007559,05/09/2023,08/09/2023,09-18-2023,Delivered,PROD724,HyperGrid Women Wear,Fashion,Women Wear,HyperGrid,,8,298.59,2388.72,9.77,50.64,-115.16,-4.82,Lagos,UPS,10,4.0,,Yes,2570,80,0.31,yes,transfer,store
CUST8137,Ernest Richardson,male,35,Lagos,South Africa,new,ORD007560,08-25-2024,29/08/2024,09-03-2024,Delivered,PROD991,OmniCore Smartphones,Electronics,Smartphones,OmniCore,GlobalTech,7,1380.88,9666.16,50.53,68.24,878.99,9.09,Lagos,,5,3.0,positive,No,728,137,0.96,No,cash,marketplace
CUST5424,Amy Lang,Female,60,Abuja,Nigeria,new,ORD007561,2023-05-18,05-17-2023,22/05/2023,returned,PROD570,NovaTech Laptops,Electronics,Laptops,NovaTech,SupplyHub Ltd,4,1504.78,48152.96,38.02,73.22,15458.32,32.1,lagos,GIG,5,2.0,neutral,yes,2617,282,0.15,No,cash,mobile_app
CUST6234,Tyler Reynolds,M,34,Abuja,Ghana,VIP,ORD007562,2022-02-12,16/02/2022,2022-02-18,Delivered,PROD429,Zentrix Women Wear,Fashion,Women Wear,Zentrix,SupplyHub Ltd,7,80.23,561.61,36.34,148.24,149.21,26.57,Lagos,UPS,2,5.0,positive,Y,650,99,1.08,Yes,wallet,marketplace
CUST6346,,Female,42,Abuja,Ghana,returning,ORD007563,12/01/2022,2022-01-15,01-18-2022,cancelled,PROD237,Zentrix Women Wear,Fashion,Women Wear,Zentrix,GlobalTech,4,263.48,1053.92,47.37,51.5,-157.35,-14.93,Abuja,,3,5.0,negative,yes,582,109,0.69,N,cash,mobile_app
CUST3944,Eric Chavez,M,48,Accra,Ghana,returning,ORD007564,20/01/2023,2023-01-19,19/01/2023,Returned,PROD174,HyperGrid Consoles,Gaming,Consoles,HyperGrid,,8,342.92,2743.36,41.44,29.88,111.93,4.08,LAGOS,GIG,0,4.0,negative,yes,1564,33,0.51,Y,cash,website
CUST9571,Mary Chung,F,49,Nairobi,Ghana,returning,ORD007565,2022-04-20,19/04/2022,2022-04-29,Returned,PROD563,Auralis Kitchen,Home Appliances,Kitchen,Auralis,PrimeSource,1,687.74,687.74,46.23,15.43,119.34,17.35,Accra,,10,3.0,neutral,Yes,1014,182,0.1,no,transfer,store
CUST3646,Kristine Hernandez,male,23,Cape Town,Ghana,returning,ORD007566,07-24-2022,2022-07-26,08-02-2022,cancelled,PROD819,Auralis Kitchen,Home Appliances,Kitchen,Auralis,,5,556.44,2782.2,25.52,119.01,1006.34,36.17,Abuja,UPS,7,,,yes,4340,84,0.12,No,cash,mobile_app
CUST6213,Sarah West,male,54,Nairobi,Nigeria,VIP,ORD007567,27/06/2023,2023-06-28,30/06/2023,pending,PROD911,Zentrix Women Wear,Fashion,Women Wear,Zentrix,NextWave,5,117.77,588.85,55.43,88.67,167.58,28.46,Abuja,FedEx,2,5.0,positive,N,4342,227,0.12,yes,cash,marketplace
CUST5131,Michael Duran,Female,42,lagos,South Africa,returning,ORD007568,07-29-2022,07-29-2022,2022-07-29,Delivered,PROD597,NovaTech Shoes,Fashion,Shoes,NovaTech,GlobalTech,1,242.42,242.42,10.64,129.16,36.99,15.26,lagos,UPS,0,2.0,negative,N,227,5,0.44,N,card,marketplace
CUST3813,Gary Curtis,F,59,Lagos,Ghana,new,ORD007569,01/05/2024,02/05/2024,05-12-2024,returned,PROD878,NovaTech Women Wear,Fashion,Women Wear,NovaTech,PrimeSource,7,261.3,1829.1,20.28,115.48,669.84,36.62,lagos,FedEx,39,4.0,negative,no,3153,319,0.22,N,wallet,marketplace
CUST4124,Jermaine Blackburn,female,46,lagos,Nigeria,new,ORD007570,05/09/2023,04/09/2023,10/09/2023,returned,PROD204,Auralis VR,Gaming,VR,Auralis,GlobalTech,6,876.25,5257.5,17.47,14.26,1089.66,20.73,LAGOS,FedEx,6,,neutral,Yes,727,95,0.83,No,wallet,mobile_app
