customer_id,customer_name,gender,age,country,customer_segment,order_id,order_date,shipping_date,delivery_date,delivery_time_days,order_status,product_id,product_name,product_category,sub_category,brand,supplier_name,quantity,unit_price,total_amount,discount_percentage,shipping_cost,profit,profit_margin,warehouse_location,shipping_provider,Customer_rating,return_flag,product_views,add_to_cart_count,repeat_purchase_flag,payment_method,sales_channel
CUST2468,Gina Becker,Female,42,Kenya,Vip,ORD004313,11/18/2022,11/23/2022,11/26/2022,3,Cancelled,PROD883,HyperGrid Laptops,Electronics,Laptops,HyperGrid,SupplyHub Ltd,6,2209.11,13254.66,20.13,96.75,-492.13,-3.71,Lagos,UPS,2,No,2798,479,Yes,Transfer,Marketplace
CUST8581,Kristina Chavez,Male,19,Nigeria,New,ORD004314,4/7/2023,4/8/2023,4/8/2023,0,Pending,PROD755,OmniCore Cooling,Home Appliances,Cooling,OmniCore,NextWave,7,993.47,6954.29,20.41,146.04,1492.64,21.46,Lagos,FedEx,1,No,1152,16,No,Transfer,Marketplace
CUST7281,Erin Edwards,Male,63,South Africa,New,ORD004315,11/10/2023,11/13/2023,11/20/2023,7,Pending,PROD838,OmniCore Accessories,Electronics,Accessories,OmniCore,GlobalTech,6,1484.12,8904.72,36.42,116.88,378.49,4.25,Lagos,UPS,4,No,4974,241,No,Transfer,Website
CUST2745,Rhonda Murray,Male,44,Nigeria,Returning,ORD004316,4/26/2024,4/30/2024,4/30/2024,0,Delivered,PROD825,OmniCore Gaming Accessories,Gaming,Gaming Accessories,OmniCore,NextWave,1,1136.35,1136.35,21.42,44.76,321.51,28.29,Lagos,UPS,4,Yes,3420,560,Yes,Cash,Marketplace
CUST6600,,Female,58,Kenya,Vip,ORD004317,7/1/2022,7/1/2022,7/5/2022,4,Returned,PROD662,HyperGrid Gaming Accessories,Gaming,Gaming Accessories,HyperGrid,SupplyHub Ltd,2,209.81,419.62,51.49,87.02,149.34,35.59,Lagos,UPS,4,No,2603,500,No,Card,Website
CUST7914,Ashley Calderon,Male,27,Kenya,New,ORD004318,1/7/2024,1/10/2024,1/19/2024,9,Cancelled,PROD893,NovaTech Consoles,Gaming,Consoles,NovaTech,GlobalTech,2,218.06,436.12,9.22,11.37,109.03,25,Accra,FedEx,4,No,3359,155,No,Transfer,Mobile_App
CUST8171,Meredith Andrews,Female,38,Ghana,Returning,ORD004319,3/15/2023,3/19/2023,3/20/2023,1,Returned,PROD409,HyperGrid Cleaning,Home Appliances,Cleaning,HyperGrid,SupplyHub Ltd,2,140.18,280.36,34.22,124.79,-1.09,-0.39,Lagos,GIG,5,Yes,123,4,Yes,Wallet,Mobile_App
CUST9530,Gary White,Female,18,Ghana,New,ORD004320,12/22/2022,12/25/2022,1/4/2023,10,Cancelled,PROD588,Auralis Cleaning,Home Appliances,Cleaning,Auralis,GlobalTech,4,523.28,2093.12,41.38,49.85,-124.73,-5.96,Accra,UPS,5,No,3325,381,No,Cash,Store
CUST6764,Kevin Yu,Male,54,Ghana,Returning,ORD004321,9/14/2022,9/16/2022,9/19/2022,3,Returned,PROD838,HyperGrid Cleaning,Home Appliances,Cleaning,HyperGrid,SupplyHub Ltd,3,303.67,911.01,21.22,92.47,80.01,8.78,Lagos,DHL,2,No,1179,124,Yes,Card,Mobile_App
CUST2303,Courtney Lang,Female,44,Kenya,Returning,ORD004322,9/7/2023,9/7/2023,7/18/2023,9,Returned,PROD349,HyperGrid Women Wear,Fashion,Women Wear,HyperGrid,PrimeSource,2,179.78,359.56,6.59,142.23,135.22,37.61,Lagos,DHL,2,Yes,610,89,Yes,Cash,Mobile_App
CUST9109,Tara Jimenez,Male,62,Nigeria,Returning,ORD004323,5/10/2023,8/10/2023,10/13/2023,5,Cancelled,PROD138,OmniCore Smartphones,Electronics,Smartphones,OmniCore,PrimeSource,2,1925.01,3850.02,35,21.29,119.97,3.12,Accra,GIG,0,Yes,1434,26,No,Card,Marketplace
CUST7163,Megan Little,Female,40,Ghana,Returning,ORD004324,8/9/2022,8/11/2022,12/8/2022,1,Returned,PROD541,Auralis Smartphones,Electronics,Smartphones,Auralis,GlobalTech,1,1220.97,1220.97,7.95,83.76,292.85,23.99,Lagos,FedEx,2,No,4053,542,Yes,Wallet,Store
CUST1249,Alexander Holland,Male,53,Kenya,New,ORD004325,9/11/2024,11/12/2024,11/13/2024,1,Returned,PROD152,HyperGrid Men Wear,Fashion,Men Wear,HyperGrid,NextWave,4,117.09,468.36,44.78,148.74,45.53,9.72,Accra,GIG,5,No,3011,263,No,Cash,Marketplace
CUST3835,Thomas Everett,Female,49,Nigeria,New,ORD004326,4/25/2022,4/24/2022,4/30/2022,6,Pending,PROD106,NovaTech Consoles,Gaming,Consoles,NovaTech,NextWave,4,1144.57,4578.28,16.98,133.97,763.18,16.67,Accra,GIG,3,No,1160,220,No,Card,Store
CUST4327,Kevin Johnson DDS,Male,37,Nigeria,Returning,ORD004327,6/16/2023,6/17/2023,6/20/2023,3,Pending,PROD692,NovaTech Consoles,Gaming,Consoles,NovaTech,GlobalTech,2,1079.14,2158.28,16.17,37.75,258.78,11.99,Abuja,FedEx,5,No,226,26,No,Cash,Marketplace
CUST6392,Terry West,Female,49,South Africa,New,ORD004328,6/27/2022,6/29/2022,6/29/2022,0,Returned,PROD601,HyperGrid Shoes,Fashion,Shoes,HyperGrid,PrimeSource,5,235.24,1176.2,29.05,41.38,279.92,23.8,Lagos,FedEx,0,Yes,1443,277,No,Wallet,Mobile_App
CUST5522,Sean Kaiser,Female,37,South Africa,New,ORD004329,6/9/2022,9/10/2022,9/9/2022,-1,Delivered,PROD172,Auralis Kitchen,Home Appliances,Kitchen,Auralis,GlobalTech,5,627.08,3135.4,3.26,140.96,503.38,16.05,Lagos,GIG,4,Yes,784,119,No,Cash,Store
CUST5885,Jerome Edwards,Female,30,Kenya,New,ORD004330,5/4/2022,7/5/2022,5/11/2022,36,Delivered,PROD323,NovaTech Kitchen,Home Appliances,Kitchen,NovaTech,SupplyHub Ltd,8,487.4,3899.2,38.64,40.14,777.96,19.95,Lagos,DHL,1,No,3967,169,No,Cash,Marketplace
CUST4174,Joann Thompson,Female,28,South Africa,New,ORD004331,12/11/2024,11/11/2024,11/17/2024,6,Pending,PROD269,Zentrix Shoes,Fashion,Shoes,Zentrix,SupplyHub Ltd,5,86.31,431.55,3.11,56.97,35.99,8.34,Lagos,GIG,4,No,555,51,No,Card,Website
CUST6144,Gene Vasquez,Male,30,Nigeria,Returning,ORD004332,4/8/2022,8/6/2022,8/14/2022,8,Delivered,PROD500,OmniCore Cooling,Home Appliances,Cooling,OmniCore,NextWave,5,713.16,3565.8,28.67,19.67,632.59,17.74,Lagos,DHL,2,Yes,798,104,No,Transfer,Website
CUST5069,Beverly Little,Male,64,Nigeria,New,ORD004333,9/11/2022,9/11/2022,9/15/2022,4,Delivered,PROD885,OmniCore Cleaning,Home Appliances,Cleaning,OmniCore,NextWave,2,190.58,381.16,3.98,128.88,111.22,29.18,Abuja,GIG,4,No,2510,297,No,Transfer,Store
CUST4903,Courtney Ortega,Male,20,Kenya,New,ORD004334,9/9/2022,9/14/2022,9/17/2022,3,Returned,PROD123,NovaTech Gaming Accessories,Gaming,Gaming Accessories,NovaTech,SupplyHub Ltd,8,984.62,7876.96,13.65,30.5,-877.13,-11.14,Lagos,DHL,0,Yes,2681,463,No,Card,Store
CUST3912,Melissa Pena,Male,55,Nigeria,Vip,ORD004335,6/5/2022,8/6/2022,6/9/2022,1,Returned,PROD307,HyperGrid Women Wear,Fashion,Women Wear,HyperGrid,SupplyHub Ltd,4,164.04,656.16,51.88,17.9,-42.25,-6.44,Lagos,DHL,2,No,2573,392,No,Cash,Store
CUST7856,Dawn Carter,Female,55,Kenya,New,ORD004336,12/8/2024,12/11/2024,12/15/2024,4,Returned,PROD293,HyperGrid Smartphones,Electronics,Smartphones,HyperGrid,SupplyHub Ltd,6,1665.24,9991.44,33.44,88.33,337,3.37,Lagos,GIG,1,Yes,241,3,No,Transfer,Store
CUST4766,William Chung,Female,62,Nigeria,Returning,ORD004337,3/5/2024,3/6/2024,3/11/2024,5,Delivered,PROD677,OmniCore Cooling,Home Appliances,Cooling,OmniCore,SupplyHub Ltd,2,564.76,1129.52,2.56,52.87,407.41,36.07,Abuja,GIG,2,Yes,4916,453,Yes,Card,Store
CUST2852,Mark Boyd III,Male,62,Nigeria,Vip,ORD004338,3/5/2023,7/5/2023,5/10/2023,3,Delivered,PROD217,NovaTech Cooling,Home Appliances,Cooling,NovaTech,PrimeSource,4,1307.74,5230.96,53.6,145.35,-486.63,-9.3,Accra,FedEx,1,No,2941,204,Yes,Cash,Website
CUST5101,James Haas,Male,65,Ghana,New,ORD004339,7/12/2022,7/13/2022,12/7/2022,-1,Returned,PROD143,OmniCore Kitchen,Home Appliances,Kitchen,OmniCore,GlobalTech,6,1039.73,6238.38,25.35,80.87,1718,27.54,Abuja,DHL,4,No,3864,496,No,Card,Marketplace
CUST5665,James Rodriguez,Female,62,Kenya,New,ORD004340,7/21/2022,7/23/2022,7/30/2022,7,Delivered,PROD818,OmniCore Smartphones,Electronics,Smartphones,OmniCore,NextWave,7,937.12,6559.84,18.67,112.19,1761.73,26.86,Lagos,GIG,2,Yes,1163,225,No,Transfer,Website
CUST9234,Michael Kelly,Male,36,Ghana,New,ORD004341,8/21/2022,8/25/2022,8/27/2022,2,Pending,PROD356,NovaTech Laptops,Electronics,Laptops,NovaTech,GlobalTech,4,1414.39,5657.56,40.42,124.46,-490.3,-8.67,Lagos,GIG,3,Yes,81,15,No,Transfer,Store
CUST9420,Kimberly Williams,Female,29,Kenya,New,ORD004342,6/14/2023,6/15/2023,6/16/2023,1,Cancelled,PROD610,OmniCore Smartphones,Electronics,Smartphones,OmniCore,PrimeSource,2,1717.39,3434.78,33.83,86.35,1030.11,29.99,Abuja,GIG,3,Yes,3657,334,No,Wallet,Mobile_App
CUST2166,Kevin Peterson,Male,50,Nigeria,Returning,ORD004343,1/13/2023,1/18/2023,1/21/2023,3,Cancelled,PROD343,Auralis Cooling,Home Appliances,Cooling,Auralis,NextWave,7,874.58,6122.06,31.75,126.93,2005.12,32.75,Abuja,UPS,4,Yes,2700,269,Yes,Wallet,Mobile_App
CUST9547,Donna Harper,Male,55,Nigeria,New,ORD004344,9/22/2024,9/26/2024,9/25/2024,-1,Delivered,PROD338,HyperGrid Smartphones,Electronics,Smartphones,HyperGrid,SupplyHub Ltd,8,1606.66,12853.28,46.59,139.31,-61.4,-0.48,Lagos,DHL,0,No,1434,38,No,Cash,Website
CUST2233,Rachel Burton,Male,52,Kenya,New,ORD004345,8/6/2022,6/7/2022,6/14/2022,40,Returned,PROD680,Auralis Shoes,Fashion,Shoes,Auralis,SupplyHub Ltd,6,126.63,759.78,12.73,31.74,195.37,25.71,Lagos,UPS,5,No,2790,509,No,Transfer,Store
CUST7563,Ann Harris,Female,59,Nigeria,Returning,ORD004346,3/18/2023,3/17/2023,3/26/2023,9,Returned,PROD464,Auralis Kitchen,Home Appliances,Kitchen,Auralis,GlobalTech,5,803.35,4016.75,3.77,59.58,1560.6,38.85,Lagos,GIG,2,No,2086,236,Yes,Transfer,Store
CUST2737,,Female,49,Ghana,Returning,ORD004347,3/21/2023,3/20/2023,3/24/2023,4,Cancelled,PROD347,OmniCore Shoes,Fashion,Shoes,OmniCore,NextWave,3,281.06,843.18,13.54,23.01,275.91,32.72,Lagos,FedEx,2,No,1459,97,Yes,Card,Mobile_App
CUST4785,Melanie Hardin,Male,21,Nigeria,Vip,ORD004348,7/10/2022,7/14/2022,7/19/2022,5,Cancelled,PROD844,Auralis Accessories,Electronics,Accessories,Auralis,GlobalTech,6,1069.48,6416.88,11.36,83.8,1830.99,28.53,Accra,FedEx,5,No,3929,402,Yes,Cash,Website
CUST2746,Kathryn Chen,Female,26,Ghana,New,ORD004349,7/24/2023,7/29/2023,8/8/2023,10,Returned,PROD660,NovaTech VR,Gaming,VR,NovaTech,SupplyHub Ltd,2,604.28,1208.56,26.06,103.19,342.84,28.37,Abuja,UPS,4,Yes,1118,173,No,Card,Website
CUST8080,Steven Woods,Female,63,South Africa,New,ORD004350,1/20/2023,1/24/2023,1/31/2023,7,Delivered,PROD539,OmniCore Shoes,Fashion,Shoes,OmniCore,NextWave,7,34.27,239.89,9.61,6.03,6.59,2.75,Lagos,DHL,3,Yes,1635,185,No,Cash,Website
CUST6574,Erin Suarez,Female,41,Nigeria,Returning,ORD004351,1/1/2025,1/1/2025,8/1/2025,7,Cancelled,PROD743,Zentrix Gaming Accessories,Gaming,Gaming Accessories,Zentrix,SupplyHub Ltd,4,709.44,2837.76,6.59,71.72,125.6,4.43,Accra,GIG,5,No,54,6,No,Wallet,Mobile_App
CUST9964,Crystal Bates,Female,39,Kenya,New,ORD004352,4/15/2022,4/16/2022,4/18/2022,2,Delivered,PROD858,OmniCore Cooling,Home Appliances,Cooling,OmniCore,NextWave,6,637.12,3822.72,40.94,109.4,-151.68,-3.97,Lagos,UPS,5,Yes,2085,36,No,Cash,Marketplace
CUST6043,Andrew Ray,Male,43,Kenya,New,ORD004353,9/5/2022,9/6/2022,9/9/2022,3,Delivered,PROD515,Auralis Laptops,Electronics,Laptops,Auralis,GlobalTech,5,1300.81,6504.05,19.77,115.11,-438.86,-6.75,Lagos,GIG,3,No,1099,145,No,Transfer,Website
CUST4130,Nicholas Reyes,Female,32,Nigeria,New,ORD004354,2/4/2023,2/6/2023,2/13/2023,7,Delivered,PROD150,Zentrix Men Wear,Fashion,Men Wear,Zentrix,NextWave,5,53.3,266.5,2.04,134.24,-15.18,-5.7,Accra,FedEx,2,Yes,2152,41,No,Wallet,Marketplace
CUST7594,Melanie Brennan,Male,24,South Africa,Vip,ORD004355,12/22/2023,12/21/2023,12/26/2023,5,Returned,PROD407,Auralis Cleaning,Home Appliances,Cleaning,Auralis,GlobalTech,5,964,4820,18.6,20.07,1233.48,25.59,Lagos,GIG,1,No,3149,310,No,Wallet,Mobile_App
CUST5773,Mr. Nathan Figueroa,Male,46,Kenya,New,ORD004356,9/9/2022,9/11/2022,11/9/2022,0,Delivered,PROD263,NovaTech Gaming Accessories,Gaming,Gaming Accessories,NovaTech,GlobalTech,1,945.26,945.26,8.15,96.08,53.66,5.68,Lagos,FedEx,0,Yes,4871,22,No,Card,Store
CUST7107,Angela Smith,Female,31,Ghana,New,ORD004357,2/1/2024,1/4/2024,1/5/2024,1,Returned,PROD415,HyperGrid Kitchen,Home Appliances,Kitchen,HyperGrid,SupplyHub Ltd,2,1221.03,2442.06,57.98,17.22,827.32,33.88,Lagos,GIG,1,No,915,136,No,Card,Marketplace
CUST5238,Erika Bond,Female,46,South Africa,New,ORD004358,12/20/2024,12/24/2024,12/25/2024,1,Returned,PROD958,Zentrix Cleaning,Home Appliances,Cleaning,Zentrix,NextWave,4,1122.52,4490.08,21.13,54.83,-358.48,-7.98,Lagos,UPS,5,No,1925,252,No,Transfer,Marketplace
CUST7948,Austin Daniel,Male,40,Ghana,New,ORD004359,1/23/2022,1/24/2022,1/31/2022,7,Returned,PROD700,OmniCore Men Wear,Fashion,Men Wear,OmniCore,PrimeSource,1,125.11,125.11,59.11,99.71,16.84,13.46,Accra,FedEx,3,No,2719,515,No,Wallet,Mobile_App
CUST2229,Brian Mcdonald,Male,57,South Africa,New,ORD004360,10/6/2024,6/15/2024,6/25/2024,10,Pending,PROD281,Auralis VR,Gaming,VR,Auralis,NextWave,2,820.48,1640.96,55.68,24.9,129.56,7.9,Lagos,DHL,5,No,2213,84,No,Wallet,Marketplace
CUST6558,Hunter Clark,Female,30,Nigeria,Vip,ORD004361,6/4/2023,4/8/2023,4/10/2023,2,Pending,PROD171,Auralis Men Wear,Fashion,Men Wear,Auralis,GlobalTech,7,239.31,1675.17,10.88,138.11,412.27,24.61,Accra,UPS,4,Yes,2243,248,Yes,Cash,Website
CUST6884,Veronica Johnson,Female,37,South Africa,New,ORD004362,8/6/2023,8/8/2023,8/18/2023,10,Returned,PROD436,HyperGrid Men Wear,Fashion,Men Wear,HyperGrid,NextWave,5,299.61,1498.05,18.8,100.06,390.08,26.04,Lagos,FedEx,1,No,1637,306,No,Cash,Store
CUST9403,Cheryl Brown,Male,31,Nigeria,Returning,ORD004363,2/22/2022,2/21/2022,2/20/2022,-1,Pending,PROD475,NovaTech Kitchen,Home Appliances,Kitchen,NovaTech,GlobalTech,7,755.33,5287.31,51.78,50.45,1092.97,20.67,Lagos,DHL,3,No,774,62,Yes,Card,Website
CUST1501,Carly Brown,Female,49,Ghana,Returning,ORD004364,6/22/2024,6/22/2024,7/2/2024,10,Delivered,PROD404,Zentrix Gaming Accessories,Gaming,Gaming Accessories,Zentrix,NextWave,1,837.8,837.8,36.16,26.17,321.86,38.42,Lagos,GIG,1,Yes,4695,927,Yes,Card,Mobile_App
CUST1048,Luis Wilson,Male,53,Ghana,Returning,ORD004365,6/2/2023,6/4/2023,4/6/2023,0,Delivered,PROD401,HyperGrid Consoles,Gaming,Consoles,HyperGrid,SupplyHub Ltd,8,436.02,3488.16,6.3,128.2,812.83,23.3,Accra,FedEx,1,No,1775,229,No,Cash,Mobile_App
CUST8494,Warren Buckley,Male,36,Kenya,New,ORD004366,8/19/2023,8/23/2023,8/26/2023,3,Returned,PROD162,Zentrix Women Wear,Fashion,Women Wear,Zentrix,SupplyHub Ltd,2,211.38,422.76,30.41,139.07,-24.77,-5.86,Lagos,FedEx,0,No,560,14,No,Wallet,Store
CUST7682,Hunter Coleman,Female,58,Ghana,Vip,ORD004367,8/8/2022,8/9/2022,8/17/2022,8,Cancelled,PROD456,Zentrix Shoes,Fashion,Shoes,Zentrix,SupplyHub Ltd,7,62,434,34.75,73.71,77.03,17.75,Lagos,GIG,0,Yes,3560,228,Yes,Transfer,Mobile_App
CUST7702,Sara Martinez MD,Male,56,Nigeria,Returning,ORD004368,10/7/2024,10/11/2024,10/13/2024,2,Delivered,PROD896,Zentrix Consoles,Gaming,Consoles,Zentrix,PrimeSource,4,1160.29,4641.16,32.33,57.51,-225.12,-4.85,Accra,UPS,3,Yes,1454,187,Yes,Cash,Store
CUST1484,John Doyle,Male,40,Ghana,New,ORD004369,3/13/2024,3/12/2024,3/15/2024,3,Returned,PROD831,OmniCore Men Wear,Fashion,Men Wear,OmniCore,GlobalTech,8,207.32,1658.56,41.22,59.33,617.38,37.22,Lagos,DHL,2,No,3368,484,No,Card,Store
CUST5744,Megan Tucker,Male,64,Ghana,New,ORD004370,9/27/2023,9/28/2023,10/3/2023,5,Pending,PROD126,OmniCore VR,Gaming,VR,OmniCore,NextWave,2,302.55,605.1,56.1,63.47,105.98,17.51,Lagos,GIG,2,No,2446,144,No,Card,Marketplace
CUST6698,,Male,63,Ghana,Vip,ORD004371,6/12/2022,5/12/2022,12/12/2022,7,Delivered,PROD516,Zentrix Accessories,Electronics,Accessories,Zentrix,SupplyHub Ltd,8,1525.85,12206.8,17.27,8.74,3443.69,28.21,Abuja,FedEx,1,Yes,2308,255,Yes,Wallet,Mobile_App
CUST4942,Robin Jones,Female,59,Nigeria,Returning,ORD004372,5/5/2023,5/5/2023,5/8/2023,3,Returned,PROD607,OmniCore Accessories,Electronics,Accessories,OmniCore,GlobalTech,7,256.69,1796.83,35.07,85.26,441,24.54,Lagos,FedEx,3,No,2426,130,No,Transfer,Store
CUST7398,Dana Gordon,Female,22,Kenya,Returning,ORD004373,9/13/2024,9/15/2024,9/16/2024,1,Delivered,PROD879,Auralis Gaming Accessories,Gaming,Gaming Accessories,Auralis,PrimeSource,1,412.22,412.22,41.86,60.41,23.14,5.61,Lagos,UPS,4,No,3661,316,Yes,Transfer,Website
CUST6621,Craig Manning,Female,22,Nigeria,New,ORD004374,1/9/2022,9/6/2022,9/8/2022,2,Pending,PROD568,Zentrix Kitchen,Home Appliances,Kitchen,Zentrix,NextWave,3,315.09,945.27,41.43,76.36,206.36,21.83,Lagos,GIG,3,Yes,3872,715,No,Transfer,Mobile_App
CUST9179,James Nguyen,Male,36,Kenya,Vip,ORD004375,10/27/2023,10/28/2023,11/7/2023,10,Returned,PROD599,OmniCore Accessories,Electronics,Accessories,OmniCore,SupplyHub Ltd,6,1253.38,7520.28,40.7,10.91,-688.33,-9.15,Lagos,UPS,3,Yes,4475,202,No,Transfer,Website
CUST3609,Ronnie Smith,Female,36,Ghana,New,ORD004376,1/1/2024,5/1/2024,1/7/2024,2,Delivered,PROD380,NovaTech Laptops,Electronics,Laptops,NovaTech,NextWave,5,824.01,4120.05,39.04,75.34,-222.38,-5.4,Accra,FedEx,2,No,1270,249,No,Transfer,Marketplace
CUST6540,Cory Gomez,Female,30,South Africa,Returning,ORD004377,8/24/2022,8/23/2022,8/31/2022,8,Pending,PROD203,Zentrix Men Wear,Fashion,Men Wear,Zentrix,NextWave,5,284.62,1423.1,17.45,115.91,-115.5,-8.12,Lagos,GIG,4,No,3892,388,No,Cash,Mobile_App
CUST5351,Erica Turner,Male,51,Kenya,New,ORD004378,6/25/2024,6/30/2024,7/5/2024,5,Pending,PROD639,NovaTech Men Wear,Fashion,Men Wear,NovaTech,NextWave,1,264.18,264.18,5.72,53.02,44.81,16.96,Lagos,GIG,3,No,2331,124,No,Transfer,Mobile_App
CUST8479,Teresa Woods,Male,48,Nigeria,New,ORD004379,10/11/2023,10/14/2023,10/24/2023,10,Pending,PROD544,NovaTech Laptops,Electronics,Laptops,NovaTech,GlobalTech,2,1779.23,3558.46,44.01,112.06,327.42,9.2,Lagos,GIG,3,Yes,3655,557,No,Transfer,Mobile_App
CUST6427,Craig Moore,Male,39,Nigeria,New,ORD004380,12/8/2024,12/8/2024,8/14/2024,2,Delivered,PROD802,HyperGrid Men Wear,Fashion,Men Wear,HyperGrid,NextWave,4,75.51,302.04,49.24,116.12,101.13,33.48,Lagos,UPS,5,Yes,1518,199,No,Wallet,Store
CUST2563,Kyle Ortiz,Female,46,Nigeria,Vip,ORD004381,2/1/2025,1/1/2025,1/5/2025,4,Returned,PROD975,HyperGrid Shoes,Fashion,Shoes,HyperGrid,SupplyHub Ltd,3,44.3,132.9,13.47,58.19,51.46,38.72,Lagos,UPS,5,Yes,534,28,No,Transfer,Website
CUST5489,Carmen Daniels,Female,47,South Africa,Vip,ORD004382,8/13/2024,8/18/2024,8/28/2024,10,Delivered,PROD946,HyperGrid Smartphones,Electronics,Smartphones,HyperGrid,PrimeSource,7,582.22,4075.54,46.81,55.58,955.04,23.43,Lagos,UPS,4,No,1264,1,Yes,Card,Store
CUST5989,Jeremy Schultz,Male,34,Ghana,New,ORD004383,1/13/2022,1/14/2022,1/21/2022,7,Pending,PROD518,HyperGrid Women Wear,Fashion,Women Wear,HyperGrid,NextWave,8,177.58,1420.64,56.44,97.55,186.06,13.1,Accra,UPS,4,No,1127,117,No,Card,Marketplace
CUST3571,Sara Sutton,Female,33,South Africa,New,ORD004384,6/22/2023,6/21/2023,6/23/2023,29,Delivered,PROD260,Zentrix Gaming Accessories,Gaming,Gaming Accessories,Zentrix,SupplyHub Ltd,2,318.94,637.88,19.65,52.49,-78.01,-12.23,Lagos,GIG,4,Yes,3833,337,No,Cash,Marketplace
CUST9272,Richard Hughes,Female,49,Kenya,Returning,ORD004385,8/14/2024,8/17/2024,8/16/2024,-1,Returned,PROD119,NovaTech Men Wear,Fashion,Men Wear,NovaTech,NextWave,6,267.98,1607.88,55.76,17.59,-75.21,-4.68,Lagos,UPS,0,No,1833,345,Yes,Wallet,Store
CUST5539,James Rivera,Male,64,South Africa,New,ORD004386,11/28/2023,11/29/2023,12/4/2023,5,Delivered,PROD216,HyperGrid Cooling,Home Appliances,Cooling,HyperGrid,SupplyHub Ltd,4,764.85,3059.4,47.05,39.85,-318.28,-10.4,Lagos,DHL,3,Yes,4052,389,No,Wallet,Website
CUST7087,Kimberly Salazar,Female,40,Nigeria,Vip,ORD004387,2/5/2023,2/8/2023,2/15/2023,7,Returned,PROD468,OmniCore Women Wear,Fashion,Women Wear,OmniCore,PrimeSource,2,231.95,463.9,19.89,94.14,22.7,4.89,Accra,UPS,1,Yes,4463,630,Yes,Transfer,Store
CUST9805,Elizabeth Jones,Male,37,Ghana,Returning,ORD004388,12/8/2022,12/9/2022,12/15/2022,6,Delivered,PROD536,NovaTech Gaming Accessories,Gaming,Gaming Accessories,NovaTech,GlobalTech,2,499.83,999.66,29.63,22.84,-85.84,-8.59,Lagos,DHL,3,No,4002,528,No,Wallet,Marketplace
CUST7693,Michele Green,Male,43,Nigeria,Returning,ORD004389,12/20/2023,12/23/2023,1/1/2024,9,Delivered,PROD680,NovaTech Men Wear,Fashion,Men Wear,NovaTech,PrimeSource,7,64.68,452.76,36.75,17.01,-17.61,-3.89,Abuja,DHL,1,Yes,3902,434,No,Wallet,Mobile_App
CUST3785,Joseph Wright,Female,19,Kenya,Vip,ORD004390,12/10/2024,10/13/2024,10/12/2024,-1,Delivered,PROD533,NovaTech Cleaning,Home Appliances,Cleaning,NovaTech,NextWave,5,252.8,1264,21.53,111.8,231.55,18.32,Lagos,DHL,3,No,3745,492,Yes,Card,Store
CUST5634,Joseph Richardson,Female,33,Ghana,New,ORD004391,12/30/2024,1/3/2025,1/10/2025,7,Returned,PROD644,Zentrix Men Wear,Fashion,Men Wear,Zentrix,GlobalTech,2,190.32,380.64,45.64,67.3,82.46,21.66,Abuja,DHL,0,Yes,4705,697,No,Wallet,Store
CUST9163,Mary Watson,Male,61,Kenya,Returning,ORD004392,3/18/2024,3/18/2024,3/20/2024,2,Pending,PROD985,OmniCore Gaming Accessories,Gaming,Gaming Accessories,OmniCore,NextWave,7,1168.98,8182.86,37.15,29.04,1117.52,13.66,Lagos,DHL,2,No,3526,453,No,Wallet,Store
CUST8057,Charlene Stevens,Female,50,Kenya,New,ORD004393,12/9/2022,12/9/2022,12/13/2022,4,Returned,PROD650,HyperGrid VR,Gaming,VR,HyperGrid,SupplyHub Ltd,7,387.86,2715.02,6.1,139.49,10.15,0.37,Accra,UPS,2,No,251,4,No,Wallet,Website
CUST6790,Kurt Williams,Female,51,Ghana,Returning,ORD004394,4/19/2023,4/18/2023,4/26/2023,8,Cancelled,PROD281,OmniCore Smartphones,Electronics,Smartphones,OmniCore,NextWave,2,1349.93,2699.86,1.29,80.18,282.85,10.48,Lagos,DHL,3,No,751,87,Yes,Card,Store
CUST8198,David Russell,Male,31,Ghana,New,ORD004395,8/10/2023,8/10/2023,10/13/2023,5,Delivered,PROD929,NovaTech Women Wear,Fashion,Women Wear,NovaTech,GlobalTech,4,136.53,546.12,55.04,41.84,86.99,15.93,Abuja,UPS,0,Yes,3674,720,No,Card,Website
CUST6876,Margaret Holder,Female,63,Nigeria,New,ORD004396,7/3/2022,7/4/2022,7/11/2022,7,Returned,PROD911,Auralis Smartphones,Electronics,Smartphones,Auralis,PrimeSource,2,1012.42,2024.84,16.87,53.25,200.8,9.92,Lagos,GIG,2,Yes,82,11,No,Wallet,Website
CUST2791,Michael Campbell,Female,49,Nigeria,New,ORD004397,4/19/2023,4/18/2023,4/25/2023,7,Delivered,PROD620,NovaTech Cleaning,Home Appliances,Cleaning,NovaTech,NextWave,4,868.03,3472.12,11.96,35.76,966.68,27.84,Lagos,DHL,5,Yes,1387,163,No,Wallet,Website
CUST9311,Jesse Baxter,Female,21,Nigeria,New,ORD004398,7/30/2023,8/3/2023,8/12/2023,9,Returned,PROD586,Auralis VR,Gaming,VR,Auralis,NextWave,4,671.86,2687.44,45.84,93.41,630.17,23.45,Accra,UPS,2,No,3482,92,No,Transfer,Marketplace
